id,rna_value_breast,study_id,Log2FoldChangeValue,Contrast,Log_RNA_Value_Breast
ENSG00000127152,82.0,E-GEOD-44408,3.0,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',4.418840607796598
ENSG00000111642,7892.0,,,,8.973731569708402
ENSG00000024526,11.0,E-GEOD-10780,1.3,'breast carcinoma' vs 'normal',2.4849066497880004
ENSG00000024526,11.0,E-GEOD-31138,2.4,'invasive ductal carcinoma' vs 'normal',2.4849066497880004
ENSG00000024526,11.0,E-GEOD-52194,5.3,'triple-negative breast cancer; breast carcinoma' vs 'normal',2.4849066497880004
ENSG00000024526,11.0,E-GEOD-54002,2.9,'breast cancer' vs 'normal',2.4849066497880004
ENSG00000107779,1848.0,,,,7.522400231387125
ENSG00000136826,5758.0,E-GEOD-54002,-1.6,'breast cancer' vs 'normal',8.658519127506672
ENSG00000136826,5758.0,E-MTAB-779,-1.7,'breast carcinoma' vs 'normal',8.658519127506672
ENSG00000136826,5758.0,E-GEOD-10780,-1.7,'breast carcinoma' vs 'normal',8.658519127506672
ENSG00000136826,5758.0,E-GEOD-52194,-5.2,'triple-negative breast cancer; breast carcinoma' vs 'normal',8.658519127506672
ENSG00000136826,5758.0,E-GEOD-20086,-1.1,'breast cancer' vs 'normal',8.658519127506672
ENSG00000136826,5758.0,E-GEOD-31138,-3.1,'invasive ductal carcinoma' vs 'normal',8.658519127506672
ENSG00000136826,5758.0,E-GEOD-52194,-5.0,'non-triple-negative breast cancer; breast carcinoma' vs 'normal',8.658519127506672
ENSG00000108654,45808.0,,,,10.73223585734761
ENSG00000112972,1332.0,,,,7.195187320178709
ENSG00000154265,4089.0,E-GEOD-54002,-2.1,'breast cancer' vs 'normal',8.316300249036848
ENSG00000154265,4089.0,E-GEOD-38959,-1.8,'breast cancer; breast' vs 'normal; breast',8.316300249036848
ENSG00000180828,108.0,,,,4.6913478822291435
ENSG00000178796,1.0,,,,0.6931471805599453
ENSG00000010322,9707.0,,,,9.180705566846491
ENSG00000153563,119.0,E-GEOD-44408,1.7,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',4.787491742782046
ENSG00000239672,570.0,E-GEOD-38959,1.1,'breast cancer; breast' vs 'normal; breast',6.3473892096560105
ENSG00000167792,6291.0,,,,8.747034264178168
ENSG00000141568,2231.0,E-GEOD-38959,1.3,'breast cancer; breast' vs 'normal; breast',7.710653323501202
ENSG00000172530,702.0,,,,6.555356891810665
ENSG00000122882,1389.0,,,,7.237059026124737
ENSG00000104324,2156.0,,,,7.676473646389156
ENSG00000168397,3713.0,E-MTAB-779,1.3,'breast carcinoma' vs 'normal',8.219864741912652
ENSG00000147955,2161.0,,,,7.6787889981991535
ENSG00000012061,2506.0,,,,7.826842098158293
ENSG00000198727,425909.0,,,,12.96198333532573
ENSG00000197576,164.0,,,,5.10594547390058
ENSG00000115966,2270.0,,,,7.7279755421055585
ENSG00000105655,1976.0,,,,7.589335823170617
ENSG00000070756,37185.0,,,,10.523687625340008
ENSG00000128573,354.0,E-MTAB-779,-1.4,'breast carcinoma' vs 'normal',5.872117789475416
ENSG00000157219,0.0,,,,0.0
ENSG00000100170,83.0,E-GEOD-54002,-1.4,'breast cancer' vs 'normal',4.430816798843313
ENSG00000159189,1767.0,,,,7.477604243197589
ENSG00000124140,8.0,,,,2.1972245773362196
ENSG00000170442,27.0,,,,3.332204510175204
ENSG00000037757,1335.0,,,,7.197435354096591
ENSG00000187736,27.0,,,,3.332204510175204
ENSG00000122971,2464.0,,,,7.80994708647679
ENSG00000198680,781.0,,,,6.661854740545311
ENSG00000182923,1511.0,,,,7.321188556739478
ENSG00000081189,2551.0,E-GEOD-44408,2.0,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.844632644464681
ENSG00000105383,204.0,,,,5.3230099791384085
ENSG00000184502,0.0,,,,0.0
ENSG00000074410,1491.0,E-MTAB-779,1.9,'breast carcinoma' vs 'normal',7.307872780763706
ENSG00000074410,1491.0,E-GEOD-38959,-1.6,'breast cancer; breast' vs 'normal; breast',7.307872780763706
ENSG00000074410,1491.0,E-GEOD-44408,-4.6,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.307872780763706
ENSG00000206172,218.0,E-MTAB-779,-2.2,'breast carcinoma' vs 'normal',5.389071729816501
ENSG00000131051,18542.0,,,,9.827847638327382
ENSG00000167081,984.0,,,,6.892641641172089
ENSG00000056097,4980.0,,,,8.513385953073284
ENSG00000138074,3984.0,,,,8.290292591224315
ENSG00000138768,4025.0,,,,8.300528606199737
ENSG00000163554,28.0,,,,3.367295829986474
ENSG00000138678,446.0,E-GEOD-54002,-2.0,'breast cancer' vs 'normal',6.102558594613569
ENSG00000070814,2569.0,,,,7.851661177889265
ENSG00000166847,2326.0,,,,7.752335163302292
ENSG00000099937,15.0,,,,2.772588722239781
ENSG00000107643,1841.0,,,,7.518607216815252
ENSG00000079215,1239.0,,,,7.122866658599083
ENSG00000151224,9.0,,,,2.302585092994046
ENSG00000140332,3424.0,,,,8.138856750696325
ENSG00000167034,125.0,,,,4.836281906951478
ENSG00000137073,1920.0,,,,7.560601162768557
ENSG00000102032,492.0,,,,6.20050917404269
ENSG00000137869,54.0,E-GEOD-52194,5.0,'HER2 Positive Breast Carcinoma; breast carcinoma' vs 'normal',4.007333185232471
ENSG00000104327,26.0,E-GEOD-52194,4.8,'HER2 Positive Breast Carcinoma; breast carcinoma' vs 'normal',3.295836866004329
ENSG00000104327,26.0,E-GEOD-52194,5.0,'triple-negative breast cancer; breast carcinoma' vs 'normal',3.295836866004329
ENSG00000104327,26.0,E-GEOD-52194,4.4,'non-triple-negative breast cancer; breast carcinoma' vs 'normal',3.295836866004329
ENSG00000076043,2030.0,,,,7.616283561580385
ENSG00000163466,10178.0,,,,9.22808205345234
ENSG00000070669,1164.0,,,,7.060476365999801
ENSG00000082898,5685.0,,,,8.645762292210945
ENSG00000081913,1073.0,,,,6.97914527506881
ENSG00000133466,497.0,,,,6.210600077024653
ENSG00000104765,7418.0,E-GEOD-31138,2.2,'invasive ductal carcinoma' vs 'normal',8.911799556189527
ENSG00000104765,7418.0,E-GEOD-7377,1.4,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',8.911799556189527
ENSG00000157456,64.0,E-GEOD-38959,1.3,'breast cancer; breast' vs 'normal; breast',4.174387269895637
ENSG00000157456,64.0,E-GEOD-10780,1.3,'breast carcinoma' vs 'normal',4.174387269895637
ENSG00000157456,64.0,E-GEOD-54002,2.8,'breast cancer' vs 'normal',4.174387269895637
ENSG00000157456,64.0,E-MTAB-779,2.1,'breast carcinoma' vs 'normal',4.174387269895637
ENSG00000196453,857.0,,,,6.754604099487962
ENSG00000198626,139.0,,,,4.941642422609304
ENSG00000153071,6944.0,E-GEOD-54002,-1.5,'breast cancer' vs 'normal',8.845777255188445
ENSG00000168487,4112.0,,,,8.321907968230423
ENSG00000124784,1063.0,,,,6.96979066990159
ENSG00000050165,1988.0,E-GEOD-10780,-1.4,'breast carcinoma' vs 'normal',7.5953872788539725
ENSG00000050165,1988.0,E-GEOD-54002,-3.0,'breast cancer' vs 'normal',7.5953872788539725
ENSG00000050165,1988.0,E-GEOD-38959,-2.5,'breast cancer; breast' vs 'normal; breast',7.5953872788539725
ENSG00000138821,819.0,,,,6.709304340258298
ENSG00000197614,3064.0,E-GEOD-54002,1.6,'breast cancer' vs 'normal',8.027802848370312
ENSG00000073921,12980.0,,,,9.471242028892995
ENSG00000104375,1435.0,E-GEOD-44408,-1.2,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.269616749608169
ENSG00000055332,2194.0,,,,7.693937325509272
ENSG00000241360,17.0,,,,2.8903717578961645
ENSG00000171681,3551.0,,,,8.17526610411206
ENSG00000150760,3705.0,,,,8.217708406845306
ENSG00000149948,25.0,,,,3.258096538021482
ENSG00000185046,110.0,,,,4.709530201312334
ENSG00000103507,2565.0,,,,7.850103545175582
ENSG00000010810,3984.0,E-GEOD-44408,1.9,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',8.290292591224315
ENSG00000035862,28550.0,E-GEOD-38959,1.1,'breast cancer; breast' vs 'normal; breast',10.259447240740453
ENSG00000065361,1408.0,E-GEOD-31138,2.7,'invasive ductal carcinoma' vs 'normal',7.25063551189868
ENSG00000065361,1408.0,E-GEOD-44408,-4.6,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.25063551189868
ENSG00000160097,67.0,,,,4.219507705176107
ENSG00000143942,64.0,,,,4.174387269895637
ENSG00000163736,6.0,,,,1.9459101490553132
ENSG00000101311,48.0,E-GEOD-7377,-1.7,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',3.8918202981106265
ENSG00000197081,7416.0,,,,8.911529941736559
ENSG00000147475,2252.0,,,,7.720017940432244
ENSG00000153147,3727.0,,,,8.223627175805483
ENSG00000023572,237.0,,,,5.472270673671475
ENSG00000104147,17.0,E-GEOD-54002,2.0,'breast cancer' vs 'normal',2.8903717578961645
ENSG00000104147,17.0,E-MTAB-779,1.8,'breast carcinoma' vs 'normal',2.8903717578961645
ENSG00000104147,17.0,E-GEOD-38959,1.9,'breast cancer; breast' vs 'normal; breast',2.8903717578961645
ENSG00000168461,3101.0,E-GEOD-10780,1.1,'breast carcinoma' vs 'normal',8.039802343736485
ENSG00000168461,3101.0,E-GEOD-7377,1.7,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',8.039802343736485
ENSG00000017427,604.0,E-GEOD-10780,-1.6,'breast carcinoma' vs 'normal',6.405228458030842
ENSG00000017427,604.0,E-MTAB-779,-2.2,'breast carcinoma' vs 'normal',6.405228458030842
ENSG00000153292,34.0,,,,3.5553480614894135
ENSG00000122566,33950.0,,,,10.432673587634051
ENSG00000178999,27.0,,,,3.332204510175204
ENSG00000167900,182.0,E-GEOD-54002,2.1,'breast cancer' vs 'normal',5.209486152841421
ENSG00000167900,182.0,E-GEOD-10780,1.5,'breast carcinoma' vs 'normal',5.209486152841421
ENSG00000167900,182.0,E-MTAB-779,2.4,'breast carcinoma' vs 'normal',5.209486152841421
ENSG00000167900,182.0,E-GEOD-38959,1.9,'breast cancer; breast' vs 'normal; breast',5.209486152841421
ENSG00000128268,504.0,,,,6.22455842927536
ENSG00000099250,7578.0,,,,8.93313654381203
ENSG00000185420,109.0,E-GEOD-44408,-1.2,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',4.700480365792417
ENSG00000113013,9266.0,,,,9.134214981586691
ENSG00000240184,766.0,,,,6.642486801367256
ENSG00000126787,12.0,E-MTAB-779,1.4,'breast carcinoma' vs 'normal',2.5649493574615367
ENSG00000126787,12.0,E-GEOD-38959,1.3,'breast cancer; breast' vs 'normal; breast',2.5649493574615367
ENSG00000126787,12.0,E-GEOD-10780,1.5,'breast carcinoma' vs 'normal',2.5649493574615367
ENSG00000126787,12.0,E-GEOD-54002,3.1,'breast cancer' vs 'normal',2.5649493574615367
ENSG00000126787,12.0,E-GEOD-31138,3.6,'invasive ductal carcinoma' vs 'normal',2.5649493574615367
ENSG00000171476,173.0,,,,5.159055299214529
ENSG00000172977,1481.0,,,,7.301147805856032
ENSG00000070526,90.0,,,,4.51085950651685
ENSG00000162366,208.0,E-GEOD-38959,1.1,'breast cancer; breast' vs 'normal; breast',5.342334251964811
ENSG00000129071,1901.0,,,,7.550661243105336
ENSG00000145293,961.0,,,,6.8690144506657065
ENSG00000134013,1850.0,E-GEOD-38959,1.2,'breast cancer; breast' vs 'normal; breast',7.523481312573497
ENSG00000100664,8485.0,,,,9.04617302576227
ENSG00000125107,5347.0,,,,8.584477938221834
ENSG00000110628,596.0,E-GEOD-44408,-1.3,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',6.391917113392602
ENSG00000120539,537.0,E-GEOD-38959,1.4,'breast cancer; breast' vs 'normal; breast',6.2878585601617845
ENSG00000123737,1199.0,,,,7.090076835776092
ENSG00000173757,7863.0,E-GEOD-44408,1.3,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',8.970050661827003
ENSG00000125676,3379.0,,,,8.125630988477065
ENSG00000134452,3345.0,,,,8.11552088154677
ENSG00000118260,2145.0,,,,7.671360923190644
ENSG00000157014,1142.0,,,,7.04141166379481
ENSG00000231852,47.0,,,,3.871201010907891
ENSG00000158019,1486.0,,,,7.304515946460155
ENSG00000132676,3134.0,,,,8.050384453067021
ENSG00000157110,11858.0,E-GEOD-38959,-1.4,'breast cancer; breast' vs 'normal; breast',9.380842351964795
ENSG00000150977,1641.0,,,,7.403670290012373
ENSG00000171940,2415.0,,,,7.789868559054706
ENSG00000148429,995.0,,,,6.903747257584598
ENSG00000127914,4610.0,,,,8.436200032206706
ENSG00000142173,52035.0,,,,10.85969106572145
ENSG00000130513,315.0,E-GEOD-54002,1.7,'breast cancer' vs 'normal',5.755742213586912
ENSG00000130513,315.0,E-GEOD-10780,1.1,'breast carcinoma' vs 'normal',5.755742213586912
ENSG00000130513,315.0,E-MTAB-779,1.5,'breast carcinoma' vs 'normal',5.755742213586912
ENSG00000130513,315.0,E-GEOD-44408,-2.9,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',5.755742213586912
ENSG00000145864,20.0,,,,3.044522437723423
ENSG00000124602,148.0,,,,5.003946305945459
ENSG00000108468,2053.0,,,,7.627544390488503
ENSG00000143256,1185.0,E-GEOD-38959,1.5,'breast cancer; breast' vs 'normal; breast',7.078341579557671
ENSG00000138778,51.0,E-GEOD-54002,2.4,'breast cancer' vs 'normal',3.9512437185814275
ENSG00000138778,51.0,E-GEOD-31138,2.8,'invasive ductal carcinoma' vs 'normal',3.9512437185814275
ENSG00000135506,9528.0,,,,9.162095059348188
ENSG00000137764,1044.0,,,,6.951772164398911
ENSG00000118271,4.0,,,,1.6094379124341003
ENSG00000134954,9829.0,E-GEOD-44408,2.0,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',9.193194213141211
ENSG00000055955,54.0,,,,4.007333185232471
ENSG00000187498,23417.0,E-GEOD-31138,3.2,'invasive ductal carcinoma' vs 'normal',10.06126023640867
ENSG00000165105,488.0,E-MTAB-779,1.4,'breast carcinoma' vs 'normal',6.192362489474872
ENSG00000097007,7688.0,,,,8.94754601503218
ENSG00000148498,2252.0,E-GEOD-44408,-1.5,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.720017940432244
ENSG00000148498,2252.0,E-GEOD-7377,-1.1,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',7.720017940432244
ENSG00000099337,653.0,,,,6.483107351457199
ENSG00000099804,1783.0,,,,7.486613313139955
ENSG00000197077,2781.0,E-GEOD-38959,-1.2,'breast cancer; breast' vs 'normal; breast',7.930925372483388
ENSG00000050405,9345.0,,,,9.142703723260372
ENSG00000167972,985.0,,,,6.893656354602635
ENSG00000197467,74.0,,,,4.31748811353631
ENSG00000171953,541.0,,,,6.295266001439646
ENSG00000141959,8063.0,,,,8.99516499031115
ENSG00000197170,1858.0,,,,7.527793987721444
ENSG00000087095,855.0,,,,6.752270376141742
ENSG00000097021,396.0,,,,5.983936280687191
ENSG00000149256,130.0,,,,4.875197323201151
ENSG00000168137,7233.0,,,,8.886547412512042
ENSG00000111816,356.0,E-GEOD-31138,2.7,'invasive ductal carcinoma' vs 'normal',5.877735781779639
ENSG00000099956,2172.0,,,,7.6838639802564295
ENSG00000243646,1127.0,,,,7.028201432058005
ENSG00000132016,106.0,,,,4.672828834461906
ENSG00000071967,17606.0,E-GEOD-54002,-1.4,'breast cancer' vs 'normal',9.776051829226445
ENSG00000071967,17606.0,E-GEOD-38959,-1.2,'breast cancer; breast' vs 'normal; breast',9.776051829226445
ENSG00000071967,17606.0,E-MTAB-779,-1.7,'breast carcinoma' vs 'normal',9.776051829226445
ENSG00000071967,17606.0,E-GEOD-10780,-1.2,'breast carcinoma' vs 'normal',9.776051829226445
ENSG00000036672,257.0,E-GEOD-52194,-4.9,'HER2 Positive Breast Carcinoma; breast carcinoma' vs 'normal',5.552959584921617
ENSG00000101680,342.0,E-GEOD-54002,-1.8,'breast cancer' vs 'normal',5.8377304471659395
ENSG00000168884,1955.0,,,,7.578656850594762
ENSG00000067182,10320.0,,,,9.241935933565934
ENSG00000054267,2711.0,,,,7.905441649060286
ENSG00000147526,15162.0,E-MTAB-779,-1.4,'breast carcinoma' vs 'normal',9.62661352880094
ENSG00000173262,18.0,,,,2.9444389791664403
ENSG00000130529,2449.0,E-GEOD-44408,-1.6,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.803843303538772
ENSG00000213465,1923.0,,,,7.562161631225652
ENSG00000105550,0.0,,,,0.0
ENSG00000176390,737.0,E-GEOD-31138,2.2,'invasive ductal carcinoma' vs 'normal',6.6039438246004725
ENSG00000176390,737.0,E-GEOD-44408,1.8,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',6.6039438246004725
ENSG00000163931,7777.0,,,,8.959054514715692
ENSG00000122335,482.0,,,,6.180016653652572
ENSG00000260314,1166.0,E-MTAB-779,-1.3,'breast carcinoma' vs 'normal',7.062191632286556
ENSG00000260314,1166.0,E-GEOD-44408,2.0,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.062191632286556
ENSG00000260314,1166.0,E-GEOD-10780,-1.2,'breast carcinoma' vs 'normal',7.062191632286556
ENSG00000157087,21.0,,,,3.091042453358316
ENSG00000175166,6497.0,,,,8.779249716229046
ENSG00000025039,1056.0,E-GEOD-54002,-1.6,'breast cancer' vs 'normal',6.963189985870238
ENSG00000025039,1056.0,E-GEOD-7377,-1.6,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',6.963189985870238
ENSG00000107614,382.0,,,,5.948034989180646
ENSG00000174775,1202.0,,,,7.0925737159746784
ENSG00000008294,6842.0,,,,8.830981510952498
ENSG00000186827,220.0,,,,5.3981627015177525
ENSG00000054523,3281.0,,,,8.096208271650037
ENSG00000197756,30706.0,,,,10.332245920613584
ENSG00000170099,2.0,E-GEOD-52194,-6.9,'HER2 Positive Breast Carcinoma; breast carcinoma' vs 'normal',1.0986122886681098
ENSG00000170515,3824.0,,,,8.249313746260636
ENSG00000144406,32.0,,,,3.4965075614664802
ENSG00000198160,2028.0,,,,7.615298339825815
ENSG00000130066,19426.0,,,,9.874419130038781
ENSG00000113522,2580.0,,,,7.855932199718614
ENSG00000186868,1220.0,,,,7.107425474110705
ENSG00000157240,1333.0,E-GEOD-44408,-1.4,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.195937226475569
ENSG00000090273,3956.0,,,,8.283241441385425
ENSG00000177301,14.0,,,,2.70805020110221
ENSG00000089685,52.0,E-GEOD-31138,2.4,'invasive ductal carcinoma' vs 'normal',3.970291913552122
ENSG00000089685,52.0,E-GEOD-54002,2.9,'breast cancer' vs 'normal',3.970291913552122
ENSG00000089685,52.0,E-MTAB-779,2.0,'breast carcinoma' vs 'normal',3.970291913552122
ENSG00000089685,52.0,E-GEOD-38959,3.3,'breast cancer; breast' vs 'normal; breast',3.970291913552122
ENSG00000176105,2199.0,,,,7.696212639346407
ENSG00000101938,5701.0,E-GEOD-20086,-2.2,'breast cancer' vs 'normal',8.648572269472618
ENSG00000101938,5701.0,E-MTAB-779,-2.1,'breast carcinoma' vs 'normal',8.648572269472618
ENSG00000101938,5701.0,E-GEOD-10780,-3.1,'breast carcinoma' vs 'normal',8.648572269472618
ENSG00000101938,5701.0,E-GEOD-31138,-4.0,'invasive ductal carcinoma' vs 'normal',8.648572269472618
ENSG00000026508,12656.0,,,,9.44596570079245
ENSG00000166965,539.0,,,,6.29156913955832
ENSG00000177963,3681.0,,,,8.211211361793023
ENSG00000005448,405.0,,,,6.0063531596017325
ENSG00000186010,574.0,,,,6.354370040797351
ENSG00000147316,944.0,,,,6.851184927493743
ENSG00000105205,1.0,,,,0.6931471805599453
ENSG00000171223,8028.0,,,,8.990815266184685
ENSG00000123243,5249.0,E-GEOD-54002,-2.6,'breast cancer' vs 'normal',8.565983355585669
ENSG00000123243,5249.0,E-GEOD-10780,-2.0,'breast carcinoma' vs 'normal',8.565983355585669
ENSG00000123243,5249.0,E-MTAB-779,-2.1,'breast carcinoma' vs 'normal',8.565983355585669
ENSG00000079277,2884.0,,,,7.9672801789422
ENSG00000172270,16503.0,,,,9.711358054751088
ENSG00000179588,283.0,,,,5.648974238161206
ENSG00000174669,958.0,,,,6.8658910748834385
ENSG00000100266,4969.0,,,,8.511175119090675
ENSG00000154736,3361.0,E-GEOD-38959,-1.5,'breast cancer; breast' vs 'normal; breast',8.120291313968561
ENSG00000154736,3361.0,E-GEOD-54002,-3.9,'breast cancer' vs 'normal',8.120291313968561
ENSG00000154736,3361.0,E-GEOD-20086,-1.4,'breast cancer' vs 'normal',8.120291313968561
ENSG00000154736,3361.0,E-MTAB-779,-2.5,'breast carcinoma' vs 'normal',8.120291313968561
ENSG00000154736,3361.0,E-GEOD-10780,-2.9,'breast carcinoma' vs 'normal',8.120291313968561
ENSG00000152556,2337.0,,,,7.757051142032013
ENSG00000187555,5796.0,,,,8.665095821339733
ENSG00000183840,15.0,E-GEOD-7377,1.5,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',2.772588722239781
ENSG00000123989,1645.0,,,,7.406103381237015
ENSG00000131143,8567.0,,,,9.055789612127585
ENSG00000184840,3930.0,,,,8.27664912542186
ENSG00000204568,2191.0,E-GEOD-31138,2.2,'invasive ductal carcinoma' vs 'normal',7.692569648067906
ENSG00000100410,844.0,,,,6.739336627357174
ENSG00000134363,811.0,,,,6.699500340161678
ENSG00000162368,6190.0,,,,8.730851903519232
ENSG00000094631,3690.0,,,,8.213652703029998
ENSG00000107443,333.0,,,,5.811140992976701
ENSG00000142669,4537.0,,,,8.420241665339788
ENSG00000159871,69.0,,,,4.248495242049359
ENSG00000184205,6011.0,E-GEOD-38959,-1.2,'breast cancer; breast' vs 'normal; breast',8.701512750872865
ENSG00000100288,382.0,,,,5.948034989180646
ENSG00000184897,5732.0,,,,8.653994232908383
ENSG00000111344,30.0,,,,3.4339872044851463
ENSG00000159128,3676.0,,,,8.209852481301272
ENSG00000010244,7952.0,,,,8.981304494957135
ENSG00000085840,41.0,,,,3.7376696182833684
ENSG00000109193,2.0,E-GEOD-68086,-5.3,'breast carcinoma' vs 'normal',1.0986122886681098
ENSG00000178573,3363.0,E-GEOD-44408,1.7,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',8.120886021092838
ENSG00000178573,3363.0,E-MTAB-779,-1.4,'breast carcinoma' vs 'normal',8.120886021092838
ENSG00000178573,3363.0,E-GEOD-10780,-1.2,'breast carcinoma' vs 'normal',8.120886021092838
ENSG00000099875,11691.0,,,,9.366660126231137
ENSG00000096433,3909.0,,,,8.271292652979412
ENSG00000165646,50.0,,,,3.9318256327243257
ENSG00000103495,1166.0,,,,7.062191632286556
ENSG00000139324,784.0,E-GEOD-31138,2.4,'invasive ductal carcinoma' vs 'normal',6.665683717782408
ENSG00000142694,919.0,,,,6.824373670043086
ENSG00000169957,1567.0,,,,7.357556200910353
ENSG00000141086,4.0,,,,1.6094379124341003
ENSG00000163161,2933.0,,,,7.984121958702927
ENSG00000113163,2730.0,,,,7.912423121473705
ENSG00000171132,747.0,,,,6.617402977974478
ENSG00000138777,1789.0,E-MTAB-779,1.8,'breast carcinoma' vs 'normal',7.489970898834801
ENSG00000125207,14.0,E-GEOD-68086,-4.9,'breast carcinoma' vs 'normal',2.70805020110221
ENSG00000140398,2349.0,E-GEOD-38959,-1.8,'breast cancer; breast' vs 'normal; breast',7.762170607138205
ENSG00000184428,974.0,,,,6.882437470997847
ENSG00000183718,992.0,E-GEOD-44408,1.3,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',6.900730664045173
ENSG00000204977,1264.0,,,,7.142827401161621
ENSG00000172350,12.0,,,,2.5649493574615367
ENSG00000152952,1761.0,E-GEOD-31138,3.0,'invasive ductal carcinoma' vs 'normal',7.474204806496124
ENSG00000152952,1761.0,E-GEOD-44408,-2.5,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.474204806496124
ENSG00000116731,3526.0,,,,8.168202930236053
ENSG00000240972,500.0,,,,6.2166061010848646
ENSG00000102359,1335.0,,,,7.197435354096591
ENSG00000152422,238.0,,,,5.476463551931511
ENSG00000213741,10678.0,,,,9.276034475171546
ENSG00000164736,1349.0,E-MTAB-779,-1.9,'breast carcinoma' vs 'normal',7.2078598714324755
ENSG00000164736,1349.0,E-GEOD-52194,-7.4,'triple-negative breast cancer; breast carcinoma' vs 'normal',7.2078598714324755
ENSG00000164736,1349.0,E-GEOD-52194,-6.5,'HER2 Positive Breast Carcinoma; breast carcinoma' vs 'normal',7.2078598714324755
ENSG00000164736,1349.0,E-GEOD-52194,-6.4,'non-triple-negative breast cancer; breast carcinoma' vs 'normal',7.2078598714324755
ENSG00000163812,3395.0,,,,8.130353547431238
ENSG00000166164,2153.0,,,,7.675081857716334
ENSG00000185008,16.0,,,,2.833213344056216
ENSG00000143799,3491.0,,,,8.158229916959494
ENSG00000086062,6898.0,,,,8.839131752546109
ENSG00000132514,237.0,E-GEOD-44408,2.0,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',5.472270673671475
ENSG00000173273,2401.0,,,,7.784057002639929
ENSG00000115419,3748.0,E-GEOD-44408,1.2,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',8.229244416735913
ENSG00000142082,1296.0,,,,7.167809184316444
ENSG00000135537,144.0,,,,4.976733742420574
ENSG00000198286,113.0,,,,4.736198448394496
ENSG00000139874,80.0,,,,4.394449154672439
ENSG00000166796,5.0,,,,1.791759469228055
ENSG00000168010,2581.0,,,,7.856319571406588
ENSG00000132466,5003.0,,,,8.517992871586802
ENSG00000170075,17.0,,,,2.8903717578961645
ENSG00000010610,974.0,E-GEOD-44408,1.6,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',6.882437470997847
ENSG00000010610,974.0,E-GEOD-36765,1.1,'breast carcinoma' vs 'normal' in 'peripheral blood',6.882437470997847
ENSG00000133063,43.0,,,,3.784189633918261
ENSG00000167862,632.0,,,,6.450470422144176
ENSG00000143514,1536.0,,,,7.337587743538596
ENSG00000160633,5379.0,,,,8.59044365315583
ENSG00000060656,1277.0,,,,7.15305163493748
ENSG00000141646,4187.0,,,,8.339978571990427
ENSG00000090339,1871.0,E-GEOD-44408,1.3,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.534762657037537
ENSG00000090339,1871.0,E-GEOD-52194,-5.6,'non-triple-negative breast cancer; breast carcinoma' vs 'normal',7.534762657037537
ENSG00000070718,918.0,,,,6.823286122355687
ENSG00000153187,13519.0,,,,9.511925349596956
ENSG00000013275,2445.0,,,,7.802209316247118
ENSG00000133121,1997.0,E-GEOD-44408,-1.6,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.599901959208498
ENSG00000131507,5133.0,,,,8.543640361431086
ENSG00000130985,12576.0,E-GEOD-36765,1.4,'breast carcinoma' vs 'normal' in 'peripheral blood',9.439625028047155
ENSG00000172572,795.0,,,,6.679599185844383
ENSG00000167701,612.0,,,,6.418364935936212
ENSG00000163349,3555.0,E-GEOD-31138,2.1,'invasive ductal carcinoma' vs 'normal',8.176391596633795
ENSG00000010438,7.0,,,,2.0794415416798357
ENSG00000075624,159237.0,,,,11.978155217377003
